STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1996-12,,80.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-01,,79.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-02,,81.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-03,,90.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-04,,84.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-05,,84.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-06,,89.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-07,,87.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-08,,64.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-09,,90.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-10,,94.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-11,,92.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1997-12,,85.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-01,,84.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-02,,86.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-03,,95.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-04,,88.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-05,,90.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-06,,93.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-07,,91.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-08,,66.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-09,,93.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-10,,95.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-11,,94.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1998-12,,85.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-01,,86.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-02,,86.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-03,,95.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-04,,88.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-05,,89.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-06,,94.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-07,,92.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-08,,68.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-09,,95.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-10,,99.0,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-11,,98.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),1999-12,,89.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-01,,88.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-02,,91.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-03,,100.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-04,,93.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-05,,96.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-06,,98.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),B-D,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply",CA,"Calendar adjusted data, not seasonally adjusted data",I15,"Index, 2015=100",EA20,Euro area – 20 countries (2023-2025),2000-07,,97.1,,,,,
